Latitude,Longitude
40.72478956714669,-74.13164123963894
40.803211922108744,-74.0446229177079
40.80122750651,-74.03723675329715
40.80477757289377,-74.0580598392241
40.71389463550122,-73.98972832748635
40.663956530516785,-74.08309324841817
40.77689981584426,-74.00259031876655
40.720507895455086,-74.131056884548
40.672565960805585,-74.10033824683738
40.802027197307275,-74.07950489221994
40.80473211775061,-74.06271314907916
40.66182896713889,-74.04379634854628
40.6621513671714,-74.07693427460956
40.67738368853461,-74.10665552361192
40.78376622600666,-74.00867619500515
40.742973857753576,-73.98808654158212
40.68267402054889,-74.00713346126128
40.72799626511873,-73.98745024006989
40.73294559958895,-73.98731612516163
40.78386667260782,-74.11058250421733
40.71162545140728,-73.99036934438044
40.70296747519347,-74.12577656463526
40.739428808216694,-74.13170647366147
40.660374423624766,-74.05298745655287
40.665421295826995,-74.08700452725326
40.77897427311846,-74.00426856738511
40.691579815588355,-74.11941322909482
40.68074529099754,-74.00902936249275
40.735480650824606,-73.98737861858784
40.756938662524995,-74.12776907170608
40.78616025956273,-74.10815530744495
40.75651108928859,-74.12792146366569
40.75439904535995,-73.99072960282543
40.757296424619575,-74.12763923153773
40.80478381533443,-74.05836789058736
40.66460765318407,-74.08491738292571
40.80213780377322,-74.07911240380585
40.72331477040838,-73.98789066364667
40.77277422475848,-74.11975611632917
40.774851838673555,-74.00105249938711
40.74255576318346,-73.98802621332747
40.796178519678215,-74.025432044391
40.706217901424466,-74.12713162794793
40.77463958688857,-74.00089950153958
40.75907967988385,-73.99240005657963
40.6806992116876,-74.11028357462806
40.737932816123845,-73.98752381357592
40.75449052127907,-73.99075881584407
40.66044781708367,-74.06712053540814
40.80031036417979,-74.08476091671726
40.67143051564231,-74.09861403565847
40.73204660949665,-74.13204469606293
40.716713992729105,-73.98904145995266
40.664849845429735,-74.08555892835528
40.73952932554906,-74.13169663558726
40.74019592924339,-74.13162780446648
40.754805221372656,-74.12849966065801
40.77098377462994,-74.12092053140154
40.69095797127795,-74.11898317915792
40.71642085364799,-74.13025268209186
40.66075050035911,-74.06962211022822
40.681563809319975,-74.1111525836758
40.79698688681746,-74.0269813060047
40.79228806496161,-74.01901295826335
40.765461754897615,-73.99529289420278
40.74748209158212,-73.98889701642652
40.68721375760899,-74.00317966682756
40.66009456322374,-74.06177303868739
40.799268115745434,-74.0874191872296
40.71673017603023,-73.98903786135827
40.66153031337393,-74.0451875653914
40.66104282329011,-74.04781967850562
40.77058047587545,-73.99818741983755
40.705621523169086,-73.99246317327807
40.75632385137682,-73.99137275228102
40.6742135690274,-74.0166957774367
40.67190675035143,-74.02000970284286
40.72086610604951,-73.98824420658198
40.75937491036617,-74.12684225152508
40.74861034558156,-74.13021362773472
40.70376202388175,-74.12612504022005
40.791836218693405,-74.01835570442087
40.68577453866907,-74.11499784660087
40.804730861183465,-74.06274295554793
40.7047233583282,-74.12653161353198
40.68299047806568,-74.0068356067736
40.74145577598497,-73.98787936217255
40.7413001433887,-73.98785996950137
40.7887453129486,-74.10512647128283
40.78276347089347,-74.11167363357542
40.709743269710366,-73.99096240041064
40.75485333476818,-74.12848399902937
40.76154297047641,-73.99342872699638
40.6942492330695,-73.99820622297956
40.75616232634123,-74.12804353495098
40.675367619472304,-74.01517515809407
40.698706517387116,-73.9956524829076
40.800466535085064,-74.08433412984022
40.7314734127245,-73.98732061107677
40.6712525665346,-74.0983338207574
44.147851373625265,-103.20200795712859
44.022028654544265,-103.27208815086536
44.09285201888248,-103.30226340413346
44.013392684972445,-103.25536902215187
44.058591839731804,-103.29945743565345
44.036907513488956,-103.17377481108981
44.09631185659841,-103.30162526794965
44.03387486341614,-103.285320188929
44.13076821920964,-103.17783306934574
44.023596730423165,-103.18734153409935
44.10328730459476,-103.16180460161223
44.14771574014076,-103.20169719733498
44.009879562006155,-103.24143189170229
44.048709731229536,-103.16626926220768
44.03156406456757,-103.17838633907193
44.08272631701127,-103.15844536873298
44.14915488480805,-103.2052226898329
44.09568579564493,-103.15984633228065
44.08895072617857,-103.15882302280676
44.15136512536596,-103.24951014890716
44.1478912123585,-103.20209999565961
44.011868410623634,-103.25064456884468
44.03240093246128,-103.28399778300636
44.13505285976064,-103.18217283056525
44.15095358132412,-103.25098510290555
44.0816992873758,-103.15843468395626
44.01874796431098,-103.19468910407788
44.03672344925193,-103.17391909589568
44.12135272051299,-103.17042312466985
44.05000098090831,-103.16563001962292
44.096983768343016,-103.16011896406397
44.14734671352275,-103.26072886910211
44.137904854134064,-103.1855145203587
44.0815089289953,-103.15843430487784
44.139232960793386,-103.1872215509027
44.02591214689954,-103.18441862183495
44.010635146688514,-103.24565383378007
44.085411269847,-103.30305775869175
44.1445071207366,-103.2663226236557
44.098677886355595,-103.30108755660859
44.014237044403174,-103.25759310481051
44.01034838078541,-103.24421394189783
44.03523211877519,-103.17512433905175
44.15144020127791,-103.21237263845086
44.136430704765836,-103.18373602394499
44.150121096931,-103.25365716502085
44.08756579570856,-103.30290766591233
44.10899487597888,-103.16387745649344
44.149519631547676,-103.20620970154403
44.033743297295615,-103.17639492204232
44.10635444382759,-103.16285102729935
44.012642550830314,-103.25318202212351
44.10290189902751,-103.16168385723543
44.0534614316599,-103.16407012366665
44.152490672435825,-103.24463617714088
44.06988878879821,-103.15936539146966
44.06254751278923,-103.16094934465546
44.140889043889764,-103.1895085363918
44.029158682274264,-103.18078631798487
44.031147290048345,-103.17878627640823
44.045289371771624,-103.29347760268328
44.03254527806705,-103.28413053724445
44.13717493951078,-103.18461946579056
44.10228173511294,-103.30010549452567
44.09507281469621,-103.15972618273508
44.02538269155864,-103.27653982621887
44.00909823973805,-103.23155622506715
44.093829710847395,-103.30210067656138
44.134063713027544,-103.28049552897672
44.15329049245851,-103.23958502007552
44.15318174397109,-103.24043263548073
44.15241144633022,-103.24503687073096
44.06122319372643,-103.16132145729505
44.13458211598086,-103.27994099122195
44.07485747570468,-103.15873611932814
44.082144391870315,-103.15843752469459
44.02110878350406,-103.19086847245572
44.145074994463485,-103.1963046567785
44.01945058384014,-103.19349546231257
44.009986986314416,-103.21946842732626
44.12713234271857,-103.1746677157497
44.092664379847136,-103.3022930632775
44.04797481787754,-103.29495246529001
44.119473072180554,-103.29237761417882
44.04518962977389,-103.16818006333267
44.08166197277568,-103.30316542980981
44.15165138396789,-103.2484058467911
44.02259583130321,-103.18870717557357
44.085543042889896,-103.15854956757694
44.07430769457005,-103.30281139320688
44.05202171907646,-103.29690736601034
44.14584598335709,-103.26383394272108
44.01121644756139,-103.21340346110965
44.09624166216937,-103.30163995121448
44.14409442386131,-103.19455465309697
44.12390883243063,-103.1721920410709
44.08826662784416,-103.15875511092416
44.009380517565425,-103.2372299639597
44.080360976977275,-103.1584426342868
44.0314156627747,-103.28307198615167
